CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
49110_9,female,0,No,3,26,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,85,1204,No
12978_9,m,0,Yes,1,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Bank transfer (automatic),26,26,Yes
25596_3,f,1,No,3,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,20,1215,No
61162_3,male,0,No,3,38,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Mailed check,69,2877,No
78954_8,female,0,No,1,23,Yes,No,DSL,No,No,Yes,Yes,No,monthly,No,Mailed check,93,1580,No
43675_4,female,0,No,1,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,101,5515,No
18162_5,f,0,No,2,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Electronic check,21,96,No
11480_4,f,0,No,2,45,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Bank transfer (automatic),43,72,Yes
29765_3,f,0,Yes,3,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),20,55,No
70597_6,f,0,No,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,67,2443,No
63912_6,m,1,Yes,2,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,One year,No,Credit card (automatic),69,1971,Yes
24579_3,f,0,No,1,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44,335,No
68418_8,male,0,Yes,3,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110,7003,No
16519_6,female,0,Yes,2,45,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),21,159,No
68820_2,m,0,Yes,2,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95,293,No
20960_7,male,0,No,0,39,Yes,No,DSL,Yes,No,Yes,No,No,monthly,Yes,Electronic check,21,1494,No
25749_1,m,1,Yes,2,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56,1093,No
45828_3,female,0,No,3,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,18,1058,No
72544_3,female,1,No,3,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,90,190,Yes
42596_6,f,0,No,2,10,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,26,883,No
14093_6,male,0,No,2,16,No,No phone service,DSL,No,Yes,Yes,No,No,monthly,No,Bank transfer (automatic),20,300,No
65005_7,m,0,No,3,7,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),75,1026,Yes
36447_7,m,0,Yes,3,33,Yes,No,DSL,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),20,1437,No
10229_9,female,0,No,0,35,No,No phone service,DSL,Yes,No,Yes,No,No,One year,Yes,Mailed check,64,475,No
72475_5,m,0,Yes,3,17,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,No,Mailed check,76,5388,No
13845_9,f,0,No,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79,5730,No
41042_7,female,0,Yes,0,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101,820,Yes
26323_5,m,0,Yes,1,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,monthly,Yes,Electronic check,50,217,No
13539_3,f,0,No,0,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,monthly,Yes,Bank transfer (automatic),80,4896,No
37086_7,female,0,Yes,3,48,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,20,1434,No
42578_7,m,0,Yes,2,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),21,937,No
51336_2,male,1,No,2,16,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,70,330,Yes
43988_7,f,1,No,3,20,No,No phone service,DSL,Yes,No,No,No,No,monthly,Yes,Credit card (automatic),50,1475,No
17494_9,male,0,No,3,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,monthly,Yes,Electronic check,105,6537,No
15595_3,m,1,No,1,34,Yes,Yes,DSL,Yes,No,No,No,No,monthly,No,Electronic check,20,1128,No
76935_8,f,0,Yes,2,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),108,6874,Yes
74485_9,f,0,No,1,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),86,2199,No
22112_2,male,0,Yes,1,21,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),46,46,Yes
56563_9,f,0,No,2,32,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Bank transfer (automatic),81,457,No
20480_9,m,1,No,3,15,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,25,567,No
50650_7,female,0,No,0,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Mailed check,81,2472,No
33467_1,m,0,No,2,41,No,No phone service,DSL,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,82,3107,No
47721_1,male,0,No,0,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),21,518,No
30657_7,female,1,No,0,38,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,106,5770,Yes
11343_7,m,1,No,1,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92,92,Yes
43636_6,male,0,No,0,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67,832,No
69788_5,m,0,Yes,1,34,No,No phone service,DSL,No,Yes,No,Yes,No,One year,No,Credit card (automatic),96,1556,Yes
59625_8,male,0,Yes,0,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20,45,No
38056_9,male,0,Yes,2,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,45,1791,No
49044_9,male,0,No,3,8,No,No phone service,DSL,No,No,No,No,No,monthly,No,Credit card (automatic),75,75,Yes
35032_3,m,0,Yes,1,7,Yes,No,DSL,Yes,No,Yes,No,No,One year,No,Mailed check,35,247,No
53266_2,female,1,Yes,2,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),69,262,No
70314_8,male,0,Yes,0,10,No,No phone service,DSL,Yes,No,Yes,No,No,Two year,No,Mailed check,95,898,Yes
18440_8,f,1,Yes,0,47,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82,4510,No
56687_6,f,0,No,3,26,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,75,5480,No
74066_5,m,0,Yes,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,68,653,No
53411_8,f,0,Yes,0,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111,1183,No
43215_8,m,0,Yes,0,29,Yes,Yes,DSL,No,No,No,No,No,monthly,No,Electronic check,46,639,No
67049_8,male,0,No,2,27,Yes,Yes,DSL,No,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),20,479,No
21730_8,female,0,Yes,2,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Electronic check,20,20,No
52547_6,female,0,Yes,2,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,45,127,Yes
57778_2,f,0,No,2,13,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,96,4391,No
23811_6,m,0,No,3,47,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),20,271,No
25126_2,f,0,Yes,2,50,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100,6711,Yes
27852_2,f,0,Yes,3,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61,3976,No
69335_7,female,0,No,2,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,99,1705,Yes
30497_7,m,0,No,0,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,monthly,Yes,Credit card (automatic),60,416,Yes
37650_9,male,1,Yes,1,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,No,Electronic check,80,950,Yes
19220_3,m,0,No,1,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,monthly,Yes,Electronic check,72,1497,No
54419_6,m,0,No,1,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),36,780,No
54401_2,female,0,Yes,0,33,Yes,Yes,DSL,No,No,No,Yes,No,monthly,Yes,Credit card (automatic),65,3512,No
72899_8,male,1,No,3,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),49,273,No
20261_2,male,0,Yes,3,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,54,3518,No
48772_6,male,0,Yes,1,49,Yes,No,Fiber optic,No,No,Yes,No,No,monthly,No,Bank transfer (automatic),80,3376,No
52877_1,m,0,No,1,27,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109,7509,No
28170_2,f,1,No,2,28,No,No phone service,DSL,No,Yes,No,No,No,monthly,Yes,Electronic check,26,1245,No
19795_3,f,0,Yes,2,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),107,5348,No
29389_9,female,1,Yes,1,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,494,No
57346_8,m,0,No,0,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19,1264,No
79634_7,f,0,Yes,3,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,21,386,No
36092_7,male,0,No,1,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,78,3384,Yes
25182_3,male,0,Yes,3,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),19,84,No
70768_6,m,0,Yes,0,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,monthly,Yes,Electronic check,26,1639,No
53871_5,f,0,Yes,1,11,Yes,Yes,DSL,No,Yes,No,Yes,No,monthly,No,Electronic check,75,165,Yes
69160_9,f,1,No,1,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,70,120,No
71830_6,f,0,No,0,38,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,97,4473,No
60735_5,female,1,Yes,0,8,Yes,Yes,DSL,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),20,521,No
75248_4,female,1,Yes,1,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,monthly,Yes,Electronic check,80,5718,No
42288_9,f,0,No,1,28,Yes,No,DSL,No,Yes,No,No,No,monthly,Yes,Mailed check,89,89,Yes
25148_5,female,0,Yes,3,25,No,No phone service,DSL,Yes,No,No,No,No,monthly,Yes,Bank transfer (automatic),95,4313,No
43625_4,female,0,No,2,28,No,No phone service,DSL,No,No,No,No,No,monthly,No,Electronic check,90,2755,Yes
49934_1,male,0,No,0,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,No,Bank transfer (automatic),65,995,Yes
71929_8,f,1,Yes,2,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,96,6511,No
15030_9,male,0,No,3,12,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,20,1219,No
59341_4,female,0,No,2,47,Yes,No,DSL,Yes,No,Yes,No,No,monthly,No,Credit card (automatic),104,7448,No
54380_2,f,0,No,0,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,89,1169,Yes
34569_2,m,0,No,2,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Electronic check,20,280,No
17785_2,male,0,Yes,1,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,112,5720,No
66081_3,female,0,Yes,3,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61,3121,No
37800_5,female,0,Yes,3,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,91,6469,No
62613_7,f,1,No,1,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,87,5919,Yes
34164_2,m,0,Yes,2,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20,676,No
57532_7,f,0,No,1,42,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),51,3522,No
64952_1,female,1,Yes,3,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),20,923,No
56412_1,female,1,No,0,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,monthly,Yes,Electronic check,19,1110,No
20916_1,male,0,No,0,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),59,1612,No
66577_8,female,0,Yes,1,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,No,Mailed check,95,2294,Yes
62897_1,f,0,Yes,1,23,No,No phone service,DSL,No,No,No,Yes,No,monthly,No,Electronic check,82,5553,No
56727_9,female,0,No,3,30,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,29,45,No
22701_3,male,0,No,0,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,86,3029,Yes
49516_5,m,0,Yes,3,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,3231,No
45593_4,f,0,Yes,3,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),97,5129,No
47245_4,m,0,Yes,1,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),98,5508,Yes
57684_4,female,0,Yes,0,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Credit card (automatic),76,656,Yes
23174_7,male,0,Yes,3,42,Yes,Yes,DSL,Yes,No,No,No,No,monthly,No,Electronic check,59,1191,No
62329_4,male,0,No,1,35,Yes,No,DSL,Yes,No,No,No,No,monthly,Yes,Bank transfer (automatic),76,866,No
18102_3,m,0,No,2,41,No,No phone service,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,90,2627,No
69188_4,m,0,Yes,3,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,71,4741,No
58520_5,male,0,Yes,0,37,Yes,No,DSL,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),103,4009,No
69176_9,female,0,Yes,3,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,85,1463,Yes
65275_8,male,1,Yes,2,47,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,106,5083,Yes
43232_8,f,1,Yes,0,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),44,44,No
78632_4,m,0,No,2,34,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),59,3708,No
10381_9,male,0,Yes,1,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,70,220,No
62869_6,f,0,Yes,3,19,Yes,No,Fiber optic,Yes,No,No,No,No,One year,Yes,Credit card (automatic),24,1134,No
32496_4,f,0,No,2,44,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,monthly,Yes,Mailed check,29,1983,No
32332_3,f,0,Yes,1,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84,5747,No
69826_8,female,1,Yes,0,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45,771,Yes
38440_3,m,1,No,1,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,monthly,Yes,Electronic check,21,134,No
69294_1,female,0,No,0,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,87,6230,No
72205_6,female,0,Yes,3,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,monthly,Yes,Electronic check,20,573,No
39598_8,m,0,No,3,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,90,3419,No
40701_4,female,1,No,1,5,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),110,3587,Yes
62736_8,female,0,No,3,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,85,3541,Yes
32932_9,m,0,Yes,1,25,Yes,Yes,DSL,No,No,No,No,No,monthly,Yes,Electronic check,66,3801,No
76573_1,f,0,Yes,3,17,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80,869,Yes
37088_1,male,0,Yes,1,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,81,4859,No
21615_9,f,0,Yes,1,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,56,1439,No
71843_8,male,0,No,0,19,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,86,86,Yes
36708_5,male,0,No,2,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,79,79,Yes
24232_3,female,0,No,1,49,Yes,No,DSL,No,No,No,Yes,No,monthly,No,Credit card (automatic),34,593,No
26477_5,male,0,No,3,24,No,No phone service,DSL,No,No,No,Yes,Yes,monthly,Yes,Mailed check,21,1186,No
36343_4,female,0,Yes,0,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,19,19,No
55512_5,f,1,Yes,2,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,44,135,Yes
76832_9,m,0,No,2,38,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,monthly,No,Electronic check,91,4921,No
64380_6,f,0,No,3,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26,901,No
46047_6,female,0,No,3,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,106,5342,Yes
26637_8,m,0,No,3,1,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,71,4860,No
26586_8,male,1,No,2,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Credit card (automatic),25,1139,No
11724_2,m,0,No,1,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Electronic check,109,7082,No
28249_2,m,0,Yes,0,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,monthly,Yes,Electronic check,70,325,Yes
50071_6,m,0,Yes,3,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Credit card (automatic),95,4813,Yes
19222_5,f,1,No,0,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,96,4400,Yes
36039_5,f,0,Yes,3,2,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),77,664,No
72915_1,female,0,Yes,0,25,Yes,No,DSL,Yes,No,No,Yes,Yes,monthly,No,Mailed check,20,175,No
13078_7,f,0,Yes,3,47,Yes,No,DSL,No,Yes,No,Yes,Yes,Two year,No,Electronic check,25,322,No
65872_6,m,0,No,1,32,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),116,5126,No
61754_2,f,0,No,1,24,No,No phone service,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,75,549,No
35053_3,f,0,Yes,0,34,Yes,Yes,DSL,No,No,No,No,No,monthly,No,Credit card (automatic),50,50,Yes
12921_2,female,0,No,0,32,Yes,Yes,DSL,No,No,Yes,Yes,No,monthly,Yes,Electronic check,103,7031,No
41787_8,female,1,Yes,1,50,No,No phone service,DSL,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,5017,No
66619_3,f,0,Yes,1,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Bank transfer (automatic),114,4595,Yes
14746_5,male,0,No,2,39,No,No phone service,DSL,No,No,No,No,No,One year,Yes,Credit card (automatic),25,611,No
42230_4,m,0,No,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,79,2384,Yes
51819_5,m,0,Yes,0,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),80,320,No
22797_8,female,1,Yes,0,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,monthly,No,Credit card (automatic),25,153,No
42497_8,f,0,No,0,41,No,No phone service,DSL,No,No,Yes,No,No,monthly,Yes,Mailed check,105,7036,No
23560_4,f,0,Yes,1,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46,344,No
13472_8,male,0,Yes,3,19,No,No phone service,DSL,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),24,1432,No
29283_3,male,0,Yes,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25,1849,No
14454_7,male,0,No,0,22,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,85,6083,No
48724_3,m,0,Yes,2,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20,427,No
75031_7,female,1,Yes,2,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50,1655,No
41853_3,m,0,No,1,27,No,No phone service,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,71,1944,No
18070_3,f,1,Yes,0,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60,1616,Yes
18937_4,female,1,Yes,2,41,No,No phone service,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,26,315,No
40281_4,m,0,No,2,45,Yes,No,DSL,Yes,Yes,No,No,No,monthly,No,Bank transfer (automatic),20,805,No
29110_6,f,0,Yes,1,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),59,466,No
56857_8,male,0,No,1,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Credit card (automatic),98,6669,No
44483_3,male,0,Yes,0,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20,1162,No
17444_7,male,0,Yes,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25,948,No
48426_4,f,0,No,3,28,No,No phone service,DSL,Yes,No,No,No,No,monthly,No,Mailed check,114,8375,No
16162_3,male,0,Yes,0,14,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,35,35,Yes
35087_1,f,0,No,1,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,71,3770,No
59888_9,female,0,Yes,1,22,No,No phone service,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),85,265,Yes
24374_1,male,0,Yes,2,19,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76,4708,No
11463_8,female,0,No,1,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,monthly,Yes,Electronic check,85,6152,No
72167_2,m,0,No,1,39,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Bank transfer (automatic),21,958,No
65382_9,f,0,No,1,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,No,Mailed check,20,943,No
74357_7,f,1,No,2,48,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,102,6615,Yes
18512_8,female,1,No,1,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104,2200,Yes
18301_3,m,0,Yes,1,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36,425,No
33603_5,female,0,No,2,18,Yes,No,DSL,No,No,Yes,No,No,monthly,Yes,Credit card (automatic),100,100,Yes
57881_2,f,0,No,0,25,Yes,No,DSL,No,Yes,Yes,No,No,monthly,Yes,Credit card (automatic),90,5045,No
39140_2,f,0,Yes,2,24,No,No phone service,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),98,6744,No
54688_2,m,0,Yes,0,31,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,74,196,No
72524_4,f,0,Yes,3,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,74,300,Yes
26955_3,male,0,Yes,0,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69,2094,No
56144_4,male,0,No,1,36,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,83,418,No
70933_3,male,0,No,3,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,24,1725,No
59332_3,m,0,No,2,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55,1620,No
77147_2,female,0,Yes,1,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),61,3170,No
11693_4,female,0,No,0,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),77,5233,No
43184_7,female,1,Yes,1,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,monthly,Yes,Electronic check,19,968,No
11090_6,female,0,No,1,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,55,438,No
18728_2,m,1,No,2,12,No,No phone service,DSL,No,No,No,No,Yes,monthly,Yes,Bank transfer (automatic),20,1422,No
72326_8,female,1,Yes,3,39,No,No phone service,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),20,323,No
48586_1,m,0,No,2,27,Yes,Yes,DSL,No,No,Yes,Yes,No,monthly,No,Mailed check,108,319,No
34440_5,male,0,No,2,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Credit card (automatic),84,164,No
