liter_size,state_btl_cost($),btl_price($),bottle_qty
1750,7.84,11.76,6
750,24.91,37.37,3
750,18.99,28.49,3
750,22.47,33.71,3
750,5.38,8.07,6
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,8.20,12.30,12
1750,10.50,15.75,6
1750,7.02,10.53,6
375,5.33,8.00,8
375,6.52,9.78,12
750,12.05,18.08,12
750,11.99,17.99,12
750,13.25,19.88,60
1000,17.25,25.88,4
750,8.20,12.30,6
500,13.50,20.25,1
750,7.94,11.91,6
500,7.47,11.21,2
750,11.50,17.25,6
750,3.38,5.07,12
750,7.94,11.91,4
750,4.50,6.75,6
500,4.55,6.83,1
750,3.71,5.57,12
750,5.15,7.73,6
750,4.75,7.13,6
1000,2.42,3.63,6
750,4.87,7.56,12
750,9.85,14.78,12
750,18.17,27.26,3
1750,11.18,16.77,6
750,21.00,31.50,2
750,5.50,8.25,2
750,6.75,10.13,12
750,17.00,25.50,1
750,7.50,11.25,3
1750,12.99,19.49,1
1750,10.45,15.68,12
375,6.74,10.11,3
750,14.38,21.57,2
750,6.81,10.55,12
1750,14.96,22.44,2
1750,18.00,27.00,6
1750,19.99,30.49,1
1750,9.44,14.16,6
750,3.46,5.19,12
1750,11.96,17.94,12
750,7.00,10.50,3
500,9.06,13.59,1
750,14.53,21.80,180
1750,28.69,43.04,6
750,18.09,27.14,6
750,10.00,15.00,3
750,11.64,18.46,2
750,11.20,16.80,3
750,3.32,4.98,3
750,7.88,11.82,4
750,8.25,12.38,3
750,9.96,14.94,1
750,8.25,12.38,2
750,13.64,20.46,1
375,9.00,13.50,2
750,11.99,17.99,3
750,8.25,12.38,3
750,11.99,17.99,2
1750,7.18,10.77,6
750,3.34,5.01,12
1750,7.17,10.76,6
600,5.54,8.31,1
375,3.50,5.25,3
1750,13.32,19.98,6
1750,10.49,15.99,6
1750,7.11,10.67,6
375,4.75,7.13,3
750,8.25,12.38,12
1750,9.44,14.16,6
375,5.42,8.13,3
750,9.65,14.48,12
750,6.90,10.35,12
750,4.18,6.60,3
750,6.50,9.75,4
750,6.50,9.75,2
750,6.90,10.35,2
750,6.90,10.35,2
750,8.25,12.38,3
750,8.25,12.38,1
750,4.18,6.60,3
750,4.18,6.60,3
750,6.50,9.75,3
750,6.50,9.75,3
750,6.50,9.75,3
750,6.50,9.75,4
750,6.49,10.49,2
750,7.49,11.24,3
750,7.99,11.99,4
750,7.49,11.24,3
1750,16.49,24.74,6
750,8.00,12.00,3
750,8.50,12.75,3
1750,13.50,21.00,6
750,8.50,12.75,2
750,10.00,15.00,3
750,7.49,11.24,2
750,9.00,13.50,12
1750,7.84,11.76,6
1750,7.84,11.76,6
1750,7.67,11.51,6
375,9.99,14.99,2
750,49.99,74.99,1
750,5.92,8.88,12
1750,11.83,17.75,2
750,5.70,8.55,3
750,4.50,6.75,3
750,4.50,6.75,3
1750,6.50,9.75,6
1750,6.50,9.75,3
1750,6.50,9.75,1
1750,11.00,16.50,2
800,4.62,6.93,6
1750,8.20,12.30,12
1750,8.20,12.30,3
750,4.62,6.93,2
1750,8.20,12.30,6
1750,8.20,12.30,3
1750,7.02,10.53,1
750,19.50,29.25,1
750,18.56,27.84,1
750,19.99,29.99,1
3000,29.72,44.58,1
750,8.98,13.47,12
1750,15.33,23.00,2
1200,29.53,44.30,5
750,12.05,18.08,12
1750,26.05,39.08,2
1750,24.99,37.49,6
750,13.25,19.88,3
1750,14.66,21.99,6
750,13.00,19.50,3
750,5.43,8.15,3
750,12.50,18.75,12
750,6.30,9.45,2
750,7.94,11.91,4
750,3.38,5.07,12
750,8.25,12.38,3
750,8.25,12.38,2
750,8.25,12.38,4
750,4.75,7.13,4
750,10.00,15.00,4
750,10.00,15.00,12
750,3.44,5.16,3
750,3.71,5.57,12
1750,7.08,10.62,2
750,6.30,9.45,3
750,6.30,9.45,3
750,6.30,9.45,3
750,6.30,9.45,3
750,5.15,7.73,3
750,4.75,7.13,3
750,5.25,7.88,3
1000,2.22,3.33,3
750,9.85,14.78,6
750,9.85,14.78,6
750,11.49,17.24,6
750,5.13,7.70,3
375,14.00,21.00,2
1750,12.99,19.49,6
750,6.75,10.13,60
1750,31.99,47.99,6
750,7.00,10.50,36
375,3.07,4.61,12
1750,10.45,15.68,84
1750,10.50,15.75,300
1750,9.00,13.50,6
750,14.49,21.74,108
750,17.49,26.24,12
750,28.08,42.12,1
750,30.44,45.66,1
750,16.50,24.75,1
750,14.04,21.06,12
1750,18.00,27.00,18
1750,9.94,14.91,6
1000,12.59,18.89,12
500,3.60,5.40,5
750,14.17,21.26,12
750,14.54,21.81,6
1000,22.04,33.06,12
1750,34.64,51.96,6
1750,9.44,14.16,6
750,28.28,42.42,6
1750,7.61,11.42,6
1000,4.40,6.60,12
750,3.50,5.25,12
750,9.00,13.50,2
750,13.00,19.50,12
750,16.50,24.75,1
750,15.49,26.24,6
500,3.30,4.95,6
1000,17.61,26.42,4
750,7.88,11.82,12
750,7.88,11.82,12
1000,22.00,33.00,12
375,9.00,13.50,2
1000,17.50,26.25,12
750,7.88,11.82,5
375,4.76,7.14,3
750,7.88,11.82,12
750,3.37,5.06,12
750,3.37,5.06,12
750,7.88,11.82,24
750,9.96,14.94,4
750,7.88,11.82,12
1000,4.05,6.08,12
1750,7.17,10.76,18
750,3.57,5.36,12
1750,17.15,25.73,60
750,8.25,12.38,12
1000,9.25,13.88,12
1750,14.75,22.13,6
1750,9.44,14.16,120
375,5.42,8.13,12
1750,18.52,27.78,6
750,8.48,13.49,12
750,8.48,13.49,24
750,4.18,6.60,4
750,26.49,39.74,2
1000,7.50,11.25,12
750,6.50,9.75,6
1000,7.50,11.25,12
750,20.99,31.49,2
750,6.50,9.75,2
750,36.74,55.11,2
750,4.18,6.60,2
750,25.19,37.79,2
500,4.95,7.43,1
1000,10.49,15.74,24
1000,7.28,10.92,12
1750,11.55,17.33,6
1750,13.50,21.00,6
200,2.50,3.75,6
1000,9.50,14.25,120
1000,4.32,6.48,12
1750,13.50,21.00,72
750,9.00,13.50,24
1000,11.75,17.63,48
1750,8.33,12.50,12
750,7.49,11.24,4
750,12.02,18.03,2
750,5.78,8.67,12
750,6.30,9.45,48
1750,11.00,16.50,6
1000,11.78,17.67,12
750,21.50,32.25,3
750,18.99,28.49,3
750,12.03,18.05,4
750,22.98,34.47,2
750,28.99,43.49,2
375,3.23,4.85,3
1000,7.11,10.67,12
1750,11.83,17.75,6
750,59.99,89.99,2
750,6.30,9.45,3
750,20.75,31.13,2
750,5.48,8.22,12
1750,11.29,16.94,6
750,24.56,36.84,2
750,4.50,6.75,3
750,13.01,19.52,2
375,14.67,22.01,2
1750,6.98,10.47,6
1750,6.50,9.75,6
1750,6.50,9.75,12
1750,6.50,9.75,6
1750,10.50,15.75,6
1750,9.50,14.25,6
750,19.99,29.99,2
3000,29.72,44.58,2
750,8.98,13.47,24
750,23.31,34.97,1
750,12.05,18.08,12
1000,15.54,23.31,24
750,11.49,17.24,1
1000,11.00,16.50,12
750,8.67,13.01,12
1000,7.62,11.43,12
750,10.00,15.00,12
750,11.50,17.25,3
1750,8.07,12.11,6
750,10.50,15.75,60
750,12.07,18.11,29
1750,7.08,10.62,6
750,6.30,9.45,6
1000,4.54,6.81,12
750,4.93,7.40,6
1000,2.42,3.63,12
750,11.00,16.50,6
750,9.85,14.78,12
1750,19.16,28.74,150
750,15.46,23.19,12
1000,6.92,10.38,24
1750,11.18,16.77,6
200,8.50,12.75,2
375,14.00,21.00,2
750,9.45,14.18,3
750,15.46,23.19,24
1000,6.92,10.38,36
750,13.64,20.46,12
1750,10.50,15.75,6
1750,15.75,23.63,6
1000,6.63,9.95,12
1750,10.45,15.68,6
1750,9.14,13.71,6
750,14.49,21.74,3
1000,18.49,27.74,2
750,24.50,36.75,1
750,26.24,39.36,1
750,22.57,33.86,2
750,17.16,25.74,1
750,14.04,21.06,1
1750,19.99,30.49,6
750,20.99,31.49,1
750,16.12,24.18,1
750,13.50,20.25,1
200,1.31,1.97,6
750,3.46,5.19,12
1750,7.46,11.19,6
1000,8.00,12.00,12
1750,11.96,17.94,6
200,4.08,6.12,2
750,13.01,19.52,1
750,15.49,26.24,1
750,10.99,16.49,1
750,9.75,15.00,1
750,11.64,18.46,2
750,17.92,26.88,1
750,12.25,18.38,12
1000,15.25,22.88,12
750,17.00,25.50,3
1750,10.49,15.74,6
750,11.00,16.50,6
750,6.49,9.74,3
750,6.49,9.74,4
1750,19.99,29.99,6
750,18.49,27.74,12
750,11.99,17.99,1
750,11.99,17.99,1
750,7.88,11.82,4
1000,4.17,6.26,12
1750,7.20,10.80,12
750,3.34,5.01,12
1750,7.17,10.76,12
750,3.57,5.36,4
750,8.25,12.38,12
750,8.25,12.38,2
750,9.65,14.48,2
750,6.50,9.75,2
750,10.00,15.00,1
750,7.49,11.24,4
750,5.78,8.67,6
750,5.78,8.67,6
750,8.00,12.00,12
750,8.50,12.75,3
750,8.00,12.00,12
1000,9.50,14.25,12
1750,13.50,21.00,6
750,6.75,10.50,2
200,2.13,3.20,3
750,9.00,13.50,12
1750,18.00,27.00,12
750,33.60,50.40,1
1750,7.84,11.76,6
1750,7.84,11.76,6
750,9.65,14.48,3
750,10.00,15.00,6
750,22.99,34.49,1
750,5.92,8.88,4
1750,11.83,17.75,2
750,5.92,8.88,2
750,20.75,31.13,1
750,5.38,8.07,2
750,30.07,45.11,1
750,5.48,8.22,2
1750,6.98,10.47,6
1750,8.20,12.30,6
750,13.86,20.79,1
750,18.56,27.84,1
200,3.33,5.00,2
750,21.00,31.50,1
375,10.75,16.13,1
750,12.05,18.08,12
750,32.50,48.75,1
750,7.49,11.24,1
1000,11.75,17.63,2
750,5.72,8.58,1
750,13.00,19.50,3
750,17.00,25.50,1
750,17.00,25.50,1
750,17.00,25.50,1
750,10.50,15.75,1
1000,4.05,6.08,12
750,7.94,11.91,1
750,8.25,12.38,2
750,4.50,6.75,1
750,4.34,6.51,1
750,4.34,6.51,1
1000,7.62,11.43,12
1000,7.62,11.43,12
1000,7.62,11.43,12
750,7.17,10.76,1
750,2.67,4.01,1
750,3.42,5.13,3
750,9.65,14.48,1
750,13.00,19.50,1
750,4.87,7.56,6
750,18.17,27.26,1
750,26.49,39.74,1
750,15.46,23.19,12
1750,11.18,16.77,6
750,27.00,40.50,12
750,28.99,43.49,1
750,61.74,92.61,1
750,32.49,48.74,1
750,10.49,15.74,6
1000,6.92,10.38,12
1000,9.71,14.57,12
1750,12.99,19.49,6
1000,6.63,9.95,6
1750,10.45,15.68,18
1750,9.18,13.77,6
750,12.07,18.11,120
750,31.47,47.21,6
750,17.16,25.74,4
1750,12.31,18.47,6
750,6.81,10.55,4
750,20.99,31.49,4
750,4.46,6.69,12
375,2.96,4.44,6
1750,11.02,16.53,6
200,4.08,6.12,6
750,13.01,19.52,6
750,11.64,18.46,12
750,12.49,18.74,6
1750,7.11,10.67,6
750,6.49,9.74,12
1750,19.99,29.99,6
750,11.49,17.24,4
600,20.00,30.00,2
750,14.00,21.00,4
1750,24.49,36.74,6
1750,14.75,22.13,6
1750,6.92,10.38,6
1750,8.79,13.69,6
750,9.96,14.94,6
200,1.15,1.73,10
375,2.07,3.11,24
750,3.34,5.01,12
1750,7.47,11.21,6
750,6.90,10.35,12
1750,7.60,11.40,6
1750,8.50,12.75,6
750,3.64,5.46,12
1750,7.11,10.67,6
200,2.75,4.13,10
1000,9.25,13.88,6
1750,14.75,22.13,6
750,8.25,12.38,12
1750,14.75,22.13,24
750,9.65,14.48,12
750,8.48,13.49,12
750,8.48,13.49,12
750,8.48,13.49,12
750,6.50,9.75,6
750,6.50,9.75,12
750,6.50,9.75,6
500,4.89,7.34,1
750,36.74,55.11,6
750,4.18,6.60,6
1750,11.55,17.33,6
375,4.31,6.47,6
750,8.00,12.00,3
750,8.00,12.00,12
750,33.60,50.40,2
750,4.00,6.00,12
1750,7.84,11.76,6
1750,24.50,37.88,6
750,21.49,32.24,2
1750,11.83,17.75,6
750,22.47,33.71,6
1750,27.25,40.88,6
750,5.48,8.22,6
1750,6.50,9.75,6
1000,4.36,6.54,12
1750,6.00,9.00,6
750,19.50,29.25,4
750,19.00,28.50,3
750,8.67,13.01,12
375,7.13,10.70,4
750,13.00,19.50,12
1000,6.66,9.99,6
750,5.43,8.15,6
750,8.89,13.34,6
750,11.50,17.25,6
1750,8.07,12.11,6
750,8.25,12.38,6
750,4.75,7.13,6
750,4.75,7.13,6
750,5.70,9.05,6
750,10.00,15.00,6
750,3.71,5.57,12
1750,7.08,10.62,6
500,4.71,7.07,3
750,13.42,20.13,6
750,5.13,7.70,12
1750,11.18,16.77,6
750,10.49,15.74,12
750,15.00,22.50,2
750,11.15,16.73,6
1750,11.67,17.51,6
750,49.99,74.99,3
1750,11.84,17.76,6
1750,10.50,15.75,6
375,7.75,11.63,4
750,15.00,22.50,12
200,4.72,7.08,4
1750,16.00,24.00,6
600,6.80,10.20,2
200,1.56,2.34,10
750,5.23,7.85,12
750,3.84,6.01,12
375,2.90,4.35,2
1750,10.50,15.75,6
750,13.10,19.65,2
375,6.74,10.11,5
750,12.07,18.11,120
750,13.00,19.50,4
750,17.60,26.40,60
1750,18.00,27.00,6
750,10.49,15.74,12
750,20.99,31.49,6
375,8.39,12.59,4
1750,9.24,13.86,6
750,11.40,17.10,4
1750,7.61,11.42,6
200,1.20,1.80,4
375,2.00,3.00,10
750,3.50,5.25,4
1750,11.02,16.53,6
200,1.96,2.94,4
1750,11.96,17.94,6
500,9.06,13.59,1
200,4.08,6.12,6
1750,28.69,43.04,6
750,15.38,23.07,6
750,16.94,25.41,6
750,19.17,28.76,2
750,10.00,15.00,6
750,11.20,16.80,2
1750,9.36,14.04,6
750,5.00,7.50,12
1750,13.32,19.98,6
750,6.90,10.35,12
375,3.39,5.09,4
1750,11.99,17.99,6
750,6.49,9.74,2
750,6.49,9.74,2
600,7.92,11.88,1
750,11.49,17.24,12
750,11.49,17.24,2
750,11.49,17.24,2
750,8.57,12.86,4
375,9.00,13.50,2
750,14.00,21.00,12
1750,21.33,32.00,2
375,4.76,7.14,2
1750,10.99,16.49,12
1750,6.92,10.38,72
750,11.49,17.24,2
200,1.13,1.70,4
375,1.93,2.90,4
1000,4.17,6.26,12
1750,7.20,10.80,6
750,3.37,5.06,12
500,3.73,5.60,1
200,1.15,1.73,4
375,2.07,3.11,4
750,3.34,5.01,12
1750,7.17,10.76,24
750,3.31,4.97,12
200,1.13,1.70,12
1750,7.47,11.21,6
375,3.50,5.25,2
750,6.90,10.35,12
375,1.71,2.57,4
1750,8.50,12.75,6
375,1.74,2.61,6
750,3.64,5.46,12
1750,7.11,10.67,12
500,7.47,11.21,1
375,4.75,7.13,4
750,8.25,12.38,12
750,8.25,12.38,12
750,4.18,6.60,2
750,9.00,13.50,2
500,4.94,7.41,1
750,10.49,15.74,2
750,6.90,10.35,12
750,8.25,12.38,2
750,4.18,6.60,2
750,6.50,9.75,4
500,4.89,7.34,1
750,7.49,11.24,2
1750,16.49,24.74,6
375,2.74,4.11,4
500,5.54,8.31,1
1750,13.50,21.00,6
375,4.50,6.75,2
750,8.50,12.75,2
750,10.00,15.00,4
750,7.49,11.24,2
750,11.45,17.18,3
750,9.99,14.99,2
500,5.50,8.25,2
200,2.13,3.20,8
375,5.00,7.50,6
750,9.00,13.50,12
1000,11.75,17.63,12
750,9.00,13.50,3
750,8.75,13.13,3
750,6.83,10.25,3
1750,7.84,11.76,6
750,13.53,20.30,4
375,4.80,7.20,4
750,10.00,15.00,4
750,18.49,27.74,2
750,13.73,20.60,3
1750,24.50,37.88,2
750,39.99,59.99,1
375,3.22,4.83,4
750,6.60,9.90,2
375,3.22,4.83,4
750,6.30,9.45,2
750,20.75,31.13,2
750,14.25,21.38,2
1750,11.29,16.94,6
750,26.24,39.36,2
1750,6.98,10.47,6
1750,9.31,13.97,6
1750,10.50,15.75,6
1750,6.76,10.14,6
750,13.86,20.79,12
750,19.99,29.99,5
3000,29.72,44.58,3
375,5.33,8.00,10
750,8.98,13.47,12
750,14.50,21.75,2
375,6.52,9.78,6
750,12.05,18.08,12
750,32.50,48.75,1
750,10.50,15.75,2
750,12.99,19.49,2
750,13.25,19.88,12
750,8.67,13.01,12
1750,14.66,21.99,6
500,8.87,13.31,1
750,17.00,25.50,1
750,8.25,12.38,2
750,8.25,12.38,2
750,8.25,12.38,2
750,10.50,15.75,4
750,8.25,12.38,3
750,8.25,12.38,2
750,8.25,12.38,2
750,8.25,12.38,3
750,4.75,7.13,4
750,4.75,7.13,5
750,5.25,7.88,2
500,7.42,11.13,1
750,7.80,11.70,2
375,2.28,3.42,2
750,6.30,9.45,2
750,5.15,7.73,2
750,7.80,11.70,2
750,4.75,7.13,2
1000,2.22,3.33,12
200,2.51,3.77,10
750,9.85,14.78,12
375,5.50,8.25,2
750,15.46,23.19,3
750,11.49,17.24,6
200,8.50,12.75,1
375,5.50,8.25,3
750,13.64,20.46,2
750,8.33,12.50,3
750,9.52,14.28,12
375,7.75,11.63,4
750,13.12,19.68,2
1000,18.50,27.75,12
200,1.56,2.34,12
1750,8.61,12.92,6
1750,22.08,34.12,6
1750,9.18,13.77,6
1750,11.80,17.70,6
750,17.16,25.74,2
750,6.50,9.75,2
750,6.81,10.55,2
1750,14.96,22.44,6
750,14.17,21.26,2
500,6.83,10.25,1
1750,34.64,51.96,2
1000,4.94,7.41,12
1750,9.24,13.86,12
750,3.46,5.19,4
500,5.23,7.85,1
200,1.83,2.75,4
1750,11.96,17.94,6
375,6.55,9.83,2
200,4.08,6.12,2
750,14.53,21.80,12
1750,6.92,10.38,6
375,1.99,2.99,2
1000,7.49,11.24,2
600,7.92,11.88,1
375,1.80,2.70,4
1750,7.60,11.40,18
375,1.74,2.61,4
1750,14.75,22.13,6
500,4.89,7.34,1
750,7.99,11.99,2
750,9.00,13.50,12
500,5.50,8.25,1
1000,4.89,7.34,24
1750,11.55,17.33,6
1750,7.84,11.76,6
750,4.00,6.00,12
1000,4.34,6.51,12
750,20.75,31.13,2
1000,17.50,26.25,2
750,4.50,6.75,4
750,4.50,6.75,4
1750,11.29,16.94,6
750,5.48,8.22,12
750,5.48,8.22,4
1750,9.50,14.25,6
600,15.63,23.45,1
200,3.51,5.27,4
375,6.52,9.78,6
750,12.05,18.08,12
500,8.87,13.31,1
375,7.42,11.13,2
750,4.75,7.13,2
200,2.51,3.77,6
750,9.85,14.78,12
750,10.49,15.74,2
750,32.49,48.74,2
375,5.50,8.25,4
1000,12.50,18.75,12
1000,6.92,10.38,24
1750,10.50,15.75,6
750,6.75,10.13,12
1750,12.99,19.49,6
750,5.23,7.85,12
1750,10.45,15.68,36
1750,11.80,17.70,6
750,28.08,42.12,1
1750,14.96,22.44,6
1750,18.00,27.00,60
1750,37.26,55.89,21
750,13.00,19.50,3
750,13.87,20.81,2
750,7.95,11.93,12
750,4.72,7.08,12
750,6.49,9.74,12
750,11.49,17.24,12
1750,9.99,14.99,6
1750,10.00,15.00,6
1750,6.92,10.38,6
750,8.25,12.38,12
750,3.34,5.01,12
1750,7.17,10.76,30
1750,7.60,11.40,6
750,9.65,14.48,12
1750,18.52,27.78,6
750,8.75,13.13,3
750,11.00,16.50,6
1000,5.01,7.52,12
750,7.86,11.79,3
750,10.00,15.00,3
750,9.42,14.13,12
750,22.09,33.14,2
750,5.78,8.67,12
750,8.00,12.00,12
750,9.00,13.50,12
375,5.00,7.50,6
750,9.00,13.50,48
750,12.02,18.03,6
750,6.83,10.25,3
750,6.83,10.25,3
750,4.00,6.00,12
1750,15.82,23.73,6
750,22.98,34.47,2
750,5.92,8.88,12
750,4.50,6.75,12
800,3.55,5.33,6
750,19.00,28.50,2
3000,29.72,44.58,2
375,5.33,8.00,24
750,8.98,13.47,48
750,12.05,18.08,4
750,6.00,9.00,12
750,8.67,13.01,12
750,4.97,7.46,12
750,6.00,9.00,12
750,8.25,12.38,3
600,5.94,8.91,10
750,3.71,5.57,12
600,5.94,8.91,20
750,4.75,7.13,12
750,7.67,11.51,3
750,11.49,17.24,6
300,20.30,30.45,1
375,5.50,8.25,4
375,3.07,4.61,5
375,7.75,11.63,5
600,6.80,10.20,10
200,1.56,2.34,5
1000,3.84,5.76,84
375,3.07,4.61,24
1750,9.14,13.71,6
600,11.88,17.82,1
1750,11.80,17.70,6
750,17.16,25.74,3
750,13.97,21.46,3
500,3.60,5.40,12
375,8.39,12.59,2
1750,9.44,14.16,6
750,8.50,12.75,2
750,4.10,6.15,12
750,3.46,5.19,12
1750,7.46,11.19,12
1750,11.02,16.53,12
500,6.17,9.26,1
1750,7.87,11.81,6
500,4.25,6.38,4
500,3.30,4.95,24
100,1.05,1.58,96
100,1.05,1.58,144
750,11.64,18.46,3
750,11.20,16.80,1
375,7.12,10.68,3
750,12.50,18.75,12
1000,15.25,22.88,4
750,3.32,4.98,12
1750,7.30,10.95,6
1750,7.11,10.67,6
500,3.30,4.95,2
200,1.99,2.99,5
500,4.70,7.05,12
375,6.49,9.74,4
750,7.35,11.03,12
1000,15.97,23.96,3
1750,16.00,24.00,6
750,10.00,15.00,1
750,3.37,5.06,12
375,1.93,2.90,24
750,3.37,5.06,12
750,9.96,14.94,4
750,3.34,5.01,12
1750,7.17,10.76,24
750,19.00,28.50,3
200,1.13,1.70,10
375,1.80,2.70,48
375,3.50,5.25,3
200,1.75,2.63,5
375,1.74,2.61,24
500,7.47,11.21,2
375,4.75,7.13,24
750,8.25,12.38,12
750,8.25,12.38,12
1750,18.52,27.78,6
750,4.18,6.60,4
750,4.18,6.60,12
1750,10.49,15.99,6
750,6.50,9.75,12
500,4.95,7.43,1
750,5.78,8.67,12
1750,13.50,21.00,6
750,7.47,11.21,4
750,5.78,8.67,4
750,8.50,12.75,3
750,9.00,13.50,12
750,11.45,17.18,4
500,4.97,7.46,2
500,5.50,8.25,3
750,9.00,13.50,3
750,37.92,56.88,1
750,6.30,9.45,3
750,4.00,6.00,12
375,2.96,4.44,24
1750,7.84,11.76,6
1750,7.67,11.51,6
1750,15.82,23.73,6
200,5.65,8.48,3
375,9.99,14.99,3
1000,16.87,25.31,2
375,3.22,4.83,24
1750,11.83,17.75,2
200,1.96,2.94,4
375,3.22,4.83,3
750,18.75,28.13,6
750,5.48,8.22,12
750,26.24,39.36,3
1750,11.29,16.94,6
1750,6.98,10.47,6
1750,8.20,12.30,6
1750,8.20,12.30,12
1750,6.00,9.00,12
375,9.25,13.88,4
750,13.75,20.63,1
3000,29.72,44.58,1
375,5.33,8.00,5
750,8.98,13.47,24
600,12.44,18.66,1
1750,26.05,39.08,6
375,6.49,9.74,1
750,6.30,9.45,2
1750,14.66,21.99,6
375,7.13,10.70,3
750,3.34,5.01,4
500,8.87,13.31,5
750,10.50,15.75,3
750,10.00,15.00,12
750,11.50,17.25,6
750,11.50,17.25,6
750,8.25,12.38,6
750,4.75,7.13,5
750,4.75,7.13,5
1750,10.54,16.31,6
750,3.44,5.16,12
375,2.28,3.42,4
1000,4.06,6.09,3
750,8.00,12.00,3
750,4.34,6.51,4
750,6.30,9.45,12
750,5.15,7.73,12
750,4.75,7.13,12
1000,2.22,3.33,12
750,4.87,7.56,12
375,4.54,6.81,24
1000,12.48,18.72,3
1000,6.59,9.89,5
1750,11.18,16.77,6
300,20.30,30.45,1
500,11.50,17.25,2
750,10.49,15.74,12
375,5.50,8.25,12
750,9.45,14.18,12
750,13.64,20.46,2
1750,10.50,15.75,6
375,4.45,6.68,2
1750,15.75,23.63,6
750,9.97,14.96,2
750,13.12,19.68,2
1750,31.99,47.99,6
200,1.56,2.34,4
375,3.07,4.61,24
500,5.50,8.25,1
1000,6.63,9.95,12
1750,10.45,15.68,6
375,2.90,4.35,2
375,6.74,10.11,4
1000,5.00,7.50,12
750,14.04,21.06,2
750,4.94,7.41,12
1750,14.34,21.51,12
750,20.99,31.49,6
750,10.49,15.74,12
1000,12.59,18.89,12
750,20.99,31.49,6
1750,34.64,51.96,1
750,4.46,6.69,12
1750,9.44,14.16,6
375,6.25,9.38,2
200,1.31,1.97,4
375,2.09,3.14,2
200,1.20,1.80,4
750,3.46,5.19,12
1750,7.62,11.43,6
375,3.15,4.73,2
1000,7.08,10.62,12
500,9.06,13.59,1
1000,17.90,26.85,24
1000,17.61,26.42,4
200,1.20,1.80,4
375,1.99,2.99,4
1750,7.30,10.95,6
375,3.39,5.09,2
1750,11.99,17.99,6
1000,14.99,22.49,12
1750,19.99,29.99,6
750,11.49,17.24,2
1000,14.99,22.49,2
1000,14.99,22.49,2
750,18.49,27.74,12
750,7.88,11.82,4
375,4.76,7.14,2
750,8.25,12.38,12
750,11.99,17.99,2
1000,3.97,5.96,24
1750,6.92,10.38,6
750,4.18,6.60,12
1750,12.59,18.89,6
750,7.86,11.79,2
200,1.13,1.70,4
1750,7.20,10.80,6
750,10.34,15.51,12
750,3.34,5.01,12
1750,7.17,10.76,6
1000,4.32,6.48,12
500,4.67,7.01,1
200,1.13,1.70,48
375,1.80,2.70,24
1000,4.13,6.20,24
1750,7.47,11.21,6
750,6.90,10.35,12
375,1.71,2.57,4
750,3.27,4.91,12
750,6.50,9.75,12
1000,5.50,8.25,12
1750,10.00,15.00,6
750,8.75,13.13,12
750,7.94,11.91,2
750,4.18,6.60,12
1750,10.49,15.99,6
750,6.50,9.75,12
1000,7.50,11.25,12
500,4.89,7.34,6
500,4.89,7.34,6
750,7.00,10.50,2
750,7.99,11.99,4
750,7.49,11.24,12
500,3.78,5.67,1
500,5.54,8.31,1
500,5.54,8.31,1
500,5.50,8.25,1
1000,11.75,17.63,24
1750,8.33,12.50,6
750,7.49,11.24,12
1750,7.35,11.03,6
750,4.00,6.00,12
375,4.80,7.20,4
1000,11.78,17.67,12
200,5.65,8.48,2
375,9.99,14.99,2
750,18.99,28.49,12
750,12.03,18.05,12
750,17.50,26.25,6
1000,27.49,41.24,2
200,1.96,2.94,2
750,8.00,12.00,2
750,6.30,9.45,12
750,14.25,21.38,2
1000,17.50,26.25,2
1750,6.98,10.47,6
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,6.50,9.75,6
1750,8.20,12.30,6
1750,6.00,9.00,6
750,19.50,29.25,2
750,18.56,27.84,2
375,9.25,13.88,2
3000,29.72,44.58,8
375,7.13,10.70,2
750,13.00,19.50,12
750,23.31,34.97,2
750,8.83,13.75,6
1000,10.51,15.77,2
500,6.63,9.95,1
200,3.51,5.27,6
750,12.05,18.08,36
1000,15.54,23.31,24
750,9.25,13.88,2
750,6.30,9.45,12
375,7.00,10.50,2
375,5.33,8.00,2
500,15.83,23.75,1
750,5.43,8.15,12
500,8.87,13.31,2
750,12.50,18.75,12
1000,7.62,11.43,12
375,5.00,7.50,4
200,2.75,4.13,4
750,8.25,12.38,12
750,8.25,12.38,2
750,8.25,12.38,2
750,4.50,6.75,2
750,5.25,7.88,12
750,5.70,9.05,12
750,10.00,15.00,6
750,10.00,15.00,6
750,3.44,5.16,12
1750,7.08,10.62,12
375,3.07,4.61,2
1000,7.62,11.43,12
1000,7.62,11.43,2
750,6.77,10.16,12
750,7.80,11.70,4
500,9.06,13.59,4
200,2.51,3.77,4
750,9.85,14.78,12
750,11.65,17.48,12
750,7.67,11.51,2
200,8.50,12.75,2
375,14.00,21.00,2
750,20.76,31.14,6
750,61.74,92.61,6
1000,12.50,18.75,12
1000,6.92,10.38,12
750,31.00,46.50,4
750,9.45,14.18,12
750,11.02,16.53,2
750,6.75,10.13,12
1750,15.75,23.63,6
300,7.35,11.03,1
375,3.07,4.61,6
750,5.23,7.85,12
750,3.84,6.01,12
200,3.41,5.12,4
375,4.98,7.47,4
750,4.46,6.69,12
750,4.10,6.15,12
500,10.92,16.38,1
1750,7.67,11.51,6
750,7.00,10.50,12
